,r1_hero_id,r1_kills,r1_deaths,r1_assists,r1_denies,r1_gold,r1_lh,r1_xp,r1_health,r1_max_health,r1_max_mana,r1_level,r1_x,r1_y,r1_stuns,r1_creeps_stacked,r1_camps_stacked,r1_rune_pickups,r1_firstblood_claimed,r1_teamfight_participation,r1_towers_killed,r1_roshans_killed,r1_obs_placed,r1_sen_placed,r2_hero_id,r2_kills,r2_deaths,r2_assists,r2_denies,r2_gold,r2_lh,r2_xp,r2_health,r2_max_health,r2_max_mana,r2_level,r2_x,r2_y,r2_stuns,r2_creeps_stacked,r2_camps_stacked,r2_rune_pickups,r2_firstblood_claimed,r2_teamfight_participation,r2_towers_killed,r2_roshans_killed,r2_obs_placed,r2_sen_placed,r3_hero_id,r3_kills,r3_deaths,r3_assists,r3_denies,r3_gold,r3_lh,r3_xp,r3_health,r3_max_health,r3_max_mana,r3_level,r3_x,r3_y,r3_stuns,r3_creeps_stacked,r3_camps_stacked,r3_rune_pickups,r3_firstblood_claimed,r3_teamfight_participation,r3_towers_killed,r3_roshans_killed,r3_obs_placed,r3_sen_placed,r4_hero_id,r4_kills,r4_deaths,r4_assists,r4_denies,r4_gold,r4_lh,r4_xp,r4_health,r4_max_health,r4_max_mana,r4_level,r4_x,r4_y,r4_stuns,r4_creeps_stacked,r4_camps_stacked,r4_rune_pickups,r4_firstblood_claimed,r4_teamfight_participation,r4_towers_killed,r4_roshans_killed,r4_obs_placed,r4_sen_placed,r5_hero_id,r5_kills,r5_deaths,r5_assists,r5_denies,r5_gold,r5_lh,r5_xp,r5_health,r5_max_health,r5_max_mana,r5_level,r5_x,r5_y,r5_stuns,r5_creeps_stacked,r5_camps_stacked,r5_rune_pickups,r5_firstblood_claimed,r5_teamfight_participation,r5_towers_killed,r5_roshans_killed,r5_obs_placed,r5_sen_placed,d1_hero_id,d1_kills,d1_deaths,d1_assists,d1_denies,d1_gold,d1_lh,d1_xp,d1_health,d1_max_health,d1_max_mana,d1_level,d1_x,d1_y,d1_stuns,d1_creeps_stacked,d1_camps_stacked,d1_rune_pickups,d1_firstblood_claimed,d1_teamfight_participation,d1_towers_killed,d1_roshans_killed,d1_obs_placed,d1_sen_placed,d2_hero_id,d2_kills,d2_deaths,d2_assists,d2_denies,d2_gold,d2_lh,d2_xp,d2_health,d2_max_health,d2_max_mana,d2_level,d2_x,d2_y,d2_stuns,d2_creeps_stacked,d2_camps_stacked,d2_rune_pickups,d2_firstblood_claimed,d2_teamfight_participation,d2_towers_killed,d2_roshans_killed,d2_obs_placed,d2_sen_placed,d3_hero_id,d3_kills,d3_deaths,d3_assists,d3_denies,d3_gold,d3_lh,d3_xp,d3_health,d3_max_health,d3_max_mana,d3_level,d3_x,d3_y,d3_stuns,d3_creeps_stacked,d3_camps_stacked,d3_rune_pickups,d3_firstblood_claimed,d3_teamfight_participation,d3_towers_killed,d3_roshans_killed,d3_obs_placed,d3_sen_placed,d4_hero_id,d4_kills,d4_deaths,d4_assists,d4_denies,d4_gold,d4_lh,d4_xp,d4_health,d4_max_health,d4_max_mana,d4_level,d4_x,d4_y,d4_stuns,d4_creeps_stacked,d4_camps_stacked,d4_rune_pickups,d4_firstblood_claimed,d4_teamfight_participation,d4_towers_killed,d4_roshans_killed,d4_obs_placed,d4_sen_placed,d5_hero_id,d5_kills,d5_deaths,d5_assists,d5_denies,d5_gold,d5_lh,d5_xp,d5_health,d5_max_health,d5_max_mana,d5_level,d5_x,d5_y,d5_stuns,d5_creeps_stacked,d5_camps_stacked,d5_rune_pickups,d5_firstblood_claimed,d5_teamfight_participation,d5_towers_killed,d5_roshans_killed,d5_obs_placed,d5_sen_placed,game_mode,lobby_type,objectives_len,chat_len,game_time
0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,0.0
1,14.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,720.0,720.0,254.93774,1.0,142.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,580.0,580.0,338.93784,1.0,94.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,370.0,540.0,242.93773,1.0,112.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,620.0,620.0,254.93774,1.0,160.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,600.0,600.0,362.93784,1.0,100.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,420.0,600.0,302.93777,1.0,174.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.5,0.0,152.5,0.0,15.0,600.5,680.0,266.937755,1.0,126.0,143.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,600.0,600.0,254.93774,1.0,102.0,158.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,485.0,520.0,266.93774,1.0,112.0,156.0,1.5662844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,680.0,680.0,314.9378,1.0,102.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,7.914957278760697
2,14.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,720.0,720.0,254.93774,1.0,144.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,560.0,560.0,326.9378,1.0,112.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,580.0,580.0,266.93774,1.0,168.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,600.0,600.0,242.93773,1.0,158.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,610.0,610.0,368.93785499999996,1.0,103.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,35.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,520.0,520.0,254.93774,1.0,156.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,700.0,700.0,278.93777,1.0,124.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,630.0,630.0,272.937755,1.0,93.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,520.0,520.0,266.93774,1.0,112.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,413.0,680.0,314.9378,1.0,102.0,162.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,15.829914557521395
3,14.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,700.0,700.0,242.93773,1.0,131.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,540.0,540.0,314.9378,1.0,114.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,580.0,580.0,266.93774,1.0,98.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,479.0,600.0,242.93773,1.0,154.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,421.0,520.0,266.93774,1.0,92.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,86.0,0.0,34.0,600.0,600.0,302.93777,1.0,152.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,483.0,700.0,278.93777,1.0,172.0,114.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,49.5,0.0,0.0,600.0,600.0,254.93774,1.0,102.0,163.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,520.0,520.0,266.93774,1.0,96.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,640.0,640.0,290.93777,1.0,108.0,160.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,23.74487183628209
4,14.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,739.0,740.0,266.93774,1.0,86.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,580.0,580.0,338.93784,1.0,116.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,157.0,0.5,25.0,545.0,560.0,254.937735,1.0,112.0,137.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,8.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,597.0,640.0,266.93774,1.0,154.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,600.0,600.0,362.93784,1.0,112.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,600.0,600.0,302.93777,1.0,150.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,700.0,700.0,278.93777,1.0,104.0,174.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,484.0,640.0,278.93777,1.0,80.0,154.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,178.0,0.0,19.0,479.0,560.0,290.93777,1.0,86.0,162.0,3.2995481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,640.0,640.0,290.93777,1.0,112.0,174.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22,7,6.524864524259609,7.3385003150598624,31.65982911504279
5,14.0,0.0,0.0,1.0,0.0,92.0,0.0,20.0,165.0,700.0,242.93773,1.0,72.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,560.0,560.0,326.9378,1.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,560.0,560.0,254.93774,1.0,142.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,640.0,640.0,266.93774,1.0,78.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,580.0,580.0,344.93782000000004,1.0,116.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,160.5,0.0,0.0,548.5,580.0,290.93777,1.0,83.0,170.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,660.0,660.0,254.93774,1.0,84.0,148.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,600.0,600.0,254.93774,1.0,96.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,520.0,520.0,266.93774,1.0,102.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,640.0,640.0,290.93777,1.0,118.0,160.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,39.57478639380349
6,14.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,710.0,710.0,248.937735,1.0,125.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,600.0,600.0,350.93784,1.0,118.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,560.0,560.0,254.93774,1.0,80.0,148.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,600.0,600.0,242.93773,1.0,176.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,600.0,600.0,362.93784,1.0,120.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0,142.0,0.0,22.0,580.0,580.0,290.93777,1.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,644.0,680.0,266.93774,1.0,90.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,147.5,0.0,0.0,630.0,630.0,272.937755,1.0,118.0,152.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,112.0,0.0,38.0,143.0,520.0,266.93774,1.0,94.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,607.0,640.0,290.93777,1.0,112.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,47.489743672564195
7,14.0,0.0,1.0,0.0,0.0,115.0,0.0,0.0,700.0,700.0,242.93773,1.0,168.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,580.0,580.0,338.93784,1.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,544.0,560.0,254.93774,1.0,172.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,140.0,0.0,7.0,640.0,640.0,266.93774,1.0,174.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,166.0,0.0,14.0,620.0,620.0,374.93787,1.0,122.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,201.0,1.0,208.0,556.0,600.0,308.937785,1.5,125.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,41.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,660.0,660.0,254.93774,1.0,172.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,600.0,600.0,254.93774,1.0,106.0,174.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,159.0,0.0,45.0,540.0,540.0,278.93777,1.0,82.0,154.0,1.5662844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42.0,0.0,0.0,1.0,0.0,143.0,0.0,20.0,188.0,640.0,290.93777,1.0,100.0,148.0,1.925,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,55.404700951324884
8,14.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,703.0,720.0,254.93774,1.0,124.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,580.0,580.0,338.93784,1.0,122.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,540.0,540.0,242.93773,1.0,112.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,142.0,0.0,19.0,640.0,640.0,266.93774,1.0,172.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,89.0,0.0,57.0,515.0,600.0,362.93784,1.0,116.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.5,0.5,211.0,1.0,99.5,569.5,570.0,284.93777,1.0,103.0,149.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,41.0,0.0,0.0,0.0,0.0,71.0,0.0,38.0,695.0,700.0,278.93777,1.0,92.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.5,0.0,138.5,0.0,15.0,607.5,620.0,266.937755,1.0,131.0,146.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,359.0,0.0,59.0,475.0,560.0,290.93777,1.0,78.0,156.0,4.6988535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,640.0,640.0,290.93777,1.0,114.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,63.31965823008558
9,14.0,0.0,1.0,0.0,0.0,123.0,0.0,0.0,700.0,700.0,242.93773,1.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,600.0,600.0,350.93784,1.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,540.0,540.0,242.93773,1.0,178.0,98.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,607.0,640.0,266.93774,1.0,140.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,174.0,0.5,57.0,610.0,610.0,344.937835,1.0,100.0,140.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.5,0.0,1.0,161.0,0.5,58.0,466.5,560.0,278.93777,1.0,129.0,136.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,337.0,2.0,84.0,573.0,660.0,254.93774,1.0,82.0,170.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,680.0,680.0,302.93777,1.0,84.0,172.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,395.0,0.0,104.0,536.0,560.0,290.93777,1.0,78.0,156.0,3.1325405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,640.0,640.0,290.93777,1.0,172.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,6.524864524259609,7.3385003150598624,71.23461550884629
